publications;siteName;siteType;country;region;town;lat;lon;distCoastKm;elevationM;refIndividualIsoarch;refIndividualInPubli;individualType;individualRelDatingLowerLimit;individualRelDatingUpperLimit;individualRelDatingIsReliable;individualAbsDatingMatIsOrganic;individualAbsDatingLabNum;individualAbsDatingConvAgeMean;individualAbsDatingConvAgeUncertainity;individualAbsDating2SigmaCalibratedResLowerLimit;humanSex;agePubliClassName;humanAgeClass;humanAgeEstimMin;humanAgeEstimMax;humanStatureCm;humanBonePreservLevel;humanSkelRepresLevel;funeraryStructNum;funeraryDepositionType;funeraryInhumationType1;funeraryInhumationType2;funeraryContainerType;funeraryBurialType1;funeraryBurialType2;funeraryInhumationPosition;funeraryBodyOrientation;faunaClass;faunaOrder;faunaFamily;faunaSubfamily;faunaGenus;faunaSpecies;plantMetabolism;plantFamily;plantGenus;plantSpecies;refSampleIsoarch;sampleType;sampleSubType;skelPart;teethCategory;teethType;teethNum;refMeasureOrganicIsoarch;d13C;d15N;d34S;%Col;%C;%N;C/N;measureOrganiclChronologicalOrder;dDOrganic;refMeasureMineralIsoarch;d13CCarb;d18OCarb;d13CPhos;d18OPhos;dDMineral;Sr87/Sr86;srConcentration;measureMineralChronologicalOrder
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7785";"ARB061";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14048";"Grain";"";"";"";"";"";"16422";"-23.6";"2.6";"";"";"60.6";"3.1";"22.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7786";"ARB062";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14049";"Grain";"";"";"";"";"";"16423";"-23.7";"4.1";"";"";"61.1";"3.1";"23.1";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7787";"ARB063";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14050";"Grain";"";"";"";"";"";"16424";"-23.8";"3.4";"";"";"60.5";"3.8";"18.7";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7788";"ARB064";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14051";"Grain";"";"";"";"";"";"16425";"-23.4";"1.9";"";"";"61.0";"2.8";"25.6";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7789";"ARB065";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14052";"Grain";"";"";"";"";"";"16426";"-23.4";"2.2";"";"";"63.2";"3.0";"24.8";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7790";"ARB066";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14053";"Grain";"";"";"";"";"";"16427";"-23.7";"2.6";"";"";"62.7";"2.9";"25.3";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7791";"ARB067";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14054";"Grain";"";"";"";"";"";"16428";"-23.4";"3.0";"";"";"61.4";"3.1";"23.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7792";"ARB068";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14055";"Grain";"";"";"";"";"";"16429";"-22.7";"2.2";"";"";"60.2";"4.2";"16.7";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7793";"ARB069";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14056";"Grain";"";"";"";"";"";"16430";"-22.5";"4.5";"";"";"63.9";"3.1";"23.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7794";"ARB070";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14057";"Grain";"";"";"";"";"";"16431";"-23.2";"1.9";"";"";"61.5";"2.7";"26.2";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7795";"ARB071";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14058";"Grain";"";"";"";"";"";"16432";"-23.5";"2.2";"";"";"62.1";"1.8";"39.6";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7796";"ARB072";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14059";"Grain";"";"";"";"";"";"16433";"-22.6";"3.2";"";"";"77.8";"1.1";"84.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7797";"ARB073";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14060";"Grain";"";"";"";"";"";"16434";"-23.2";"2.5";"";"";"62.4";"3.0";"24.3";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7798";"ARB074";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14061";"Grain";"";"";"";"";"";"16435";"-23.4";"2.4";"";"";"63.4";"1.4";"51.8";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7799";"ARB075";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14062";"Grain";"";"";"";"";"";"16436";"-23.4";"3.1";"";"";"70.5";"2.7";"30.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7800";"ARB076";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14063";"Grain";"";"";"";"";"";"16437";"-22.3";"4.0";"";"";"60.4";"3.2";"22.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7801";"ARB077";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14064";"Grain";"";"";"";"";"";"16438";"-22.3";"3.7";"";"";"76.8";"2.8";"31.8";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7802";"ARB078";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14065";"Grain";"";"";"";"";"";"16439";"-23.7";"1.3";"";"";"60.5";"1.7";"42.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7803";"ARB079";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14066";"Grain";"";"";"";"";"";"16440";"-23.7";"5.8";"";"";"79.8";"3.2";"28.8";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7804";"ARB080";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14067";"Grain";"";"";"";"";"";"16441";"-24.3";"5.9";"";"";"73.5";"3.2";"26.7";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7805";"ARB081";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14068";"Grain";"";"";"";"";"";"16442";"-23.7";"3.5";"";"";"62.0";"3.4";"21.4";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7806";"ARB082";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14069";"Grain";"";"";"";"";"";"16443";"-23.5";"3.8";"";"";"62.2";"3.2";"23.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7807";"ARB083";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14070";"Grain";"";"";"";"";"";"16444";"-23.9";"3.2";"";"";"76.1";"2.7";"32.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7808";"ARB084";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14071";"Grain";"";"";"";"";"";"16445";"-24.0";"3.3";"";"";"61.9";"2.9";"25.2";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7809";"ARB085";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14072";"Grain";"";"";"";"";"";"16446";"-24.0";"5.1";"";"";"65.5";"3.4";"22.4";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7810";"ARB086";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14073";"Grain";"";"";"";"";"";"16447";"-23.8";"3.8";"";"";"60.5";"3.2";"22.1";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7811";"ARB087";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14074";"Grain";"";"";"";"";"";"16448";"-24.1";"6.3";"";"";"63.4";"3.2";"23.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7812";"ARB088";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14075";"Grain";"";"";"";"";"";"16449";"-23.7";"3.7";"";"";"70.8";"1.3";"62.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7813";"ARB089";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14076";"Grain";"";"";"";"";"";"16450";"-23.7";"3.9";"";"";"70.1";"2.9";"28.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7814";"ARB090";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14077";"Grain";"";"";"";"";"";"16451";"-23.8";"3.1";"";"";"62.4";"1.0";"75.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7815";"ARB091";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14078";"Grain";"";"";"";"";"";"16452";"-23.8";"3.5";"";"";"62.7";"2.9";"25.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7816";"ARB092";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14079";"Grain";"";"";"";"";"";"16453";"-23.8";"3.6";"";"";"60.0";"3.3";"21.1";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7817";"ARB093";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14080";"Grain";"";"";"";"";"";"16454";"-23.8";"3.0";"";"";"58.6";"2.8";"24.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7818";"ARB094";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14081";"Grain";"";"";"";"";"";"16455";"-23.4";"5.5";"";"";"58.6";"3.1";"21.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7819";"ARB095";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14082";"Grain";"";"";"";"";"";"16456";"-23.8";"6.3";"";"";"62.2";"3.3";"22.3";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7820";"ARB096";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14083";"Grain";"";"";"";"";"";"16457";"-23.4";"1.1";"";"";"60.9";"5.8";"12.2";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7821";"ARB097";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14084";"Grain";"";"";"";"";"";"16458";"-23.1";"1.2";"";"";"59.7";"7.0";"9.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7822";"ARB098";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14085";"Grain";"";"";"";"";"";"16459";"-23.4";"0.7";"";"";"61.6";"5.1";"14.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7823";"ARB099";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14086";"Grain";"";"";"";"";"";"16460";"-24.7";"0.1";"";"";"63.3";"3.1";"24.2";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7824";"ARB100";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14087";"Grain";"";"";"";"";"";"16461";"-23.3";"1.4";"";"";"72.9";"5.1";"16.7";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7825";"ARB101";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14088";"Grain";"";"";"";"";"";"16462";"-25.3";"0.6";"";"";"63.2";"2.4";"30.6";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7826";"ARB102";"Plant";"-2130";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14089";"Grain";"";"";"";"";"";"16463";"-22.2";"1.4";"";"";"61.2";"6.3";"11.3";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7827";"ARB103";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14090";"Grain";"";"";"";"";"";"16464";"-23.4";"0.9";"";"";"60.6";"6.2";"11.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7828";"ARB104";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14091";"Grain";"";"";"";"";"";"16465";"-23.7";"0.4";"";"";"59.3";"5.9";"11.8";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7829";"ARB105";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14092";"Grain";"";"";"";"";"";"16466";"-23.5";"0.5";"";"";"59.8";"6.4";"10.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7830";"ARB106";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14093";"Grain";"";"";"";"";"";"16467";"-24.0";"0.4";"";"";"60.9";"5.5";"12.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7831";"ARB107";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14094";"Grain";"";"";"";"";"";"16468";"-24.3";"1.0";"";"";"62.1";"6.0";"12.2";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7832";"ARB108";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14095";"Grain";"";"";"";"";"";"16469";"-23.1";"2.2";"";"";"61.5";"3.0";"24.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7833";"ARB109";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14096";"Grain";"";"";"";"";"";"16470";"-22.6";"3.0";"";"";"60.7";"2.5";"28.0";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7834";"ARB110";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14097";"Grain";"";"";"";"";"";"16471";"-23.5";"2.6";"";"";"62.4";"2.8";"26.3";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7835";"ARB111";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14098";"Grain";"";"";"";"";"";"16472";"-23.3";"2.3";"";"";"60.0";"3.0";"23.6";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7836";"ARB112";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14099";"Grain";"";"";"";"";"";"16473";"-23.3";"2.1";"";"";"61.7";"2.9";"24.5";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7837";"ARB113";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14100";"Grain";"";"";"";"";"";"16474";"-22.4";"2.4";"";"";"63.1";"3.1";"24.2";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7838";"ARB114";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14101";"Grain";"";"";"";"";"";"16475";"-23.2";"1.8";"";"";"61.5";"3.2";"22.4";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7839";"ARB115";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14102";"Grain";"";"";"";"";"";"16476";"-23.3";"1.9";"";"";"61.6";"3.1";"23.4";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7840";"ARB116";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14103";"Grain";"";"";"";"";"";"16477";"-23.4";"2.5";"";"";"60.8";"2.7";"25.9";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7841";"ARB117";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14104";"Grain";"";"";"";"";"";"16478";"-22.4";"1.7";"";"";"58.5";"4.4";"15.6";"";"";"";"";"";"";"";"";"";"";""
"Nitsch et al. 2017";"Archontiko";"";"Greece";"Central Macedonia";"Giannitsa";"40.7908090";"22.4661810";"35";"61";"7842";"ARB118";"Plant";"-1516";"-1414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14105";"Grain";"";"";"";"";"";"16479";"-23.0";"2.8";"";"";"60.8";"3.1";"22.9";"";"";"";"";"";"";"";"";"";"";""
