publications;siteName;siteType;country;region;town;lat;lon;distCoastKm;elevationM;refIndividualIsoarch;refIndividualInPubli;individualType;individualRelDatingLowerLimit;individualRelDatingUpperLimit;individualRelDatingIsReliable;individualAbsDatingMatIsOrganic;individualAbsDatingLabNum;individualAbsDatingConvAgeMean;individualAbsDatingConvAgeUncertainity;individualAbsDating2SigmaCalibratedResLowerLimit;humanSex;agePubliClassName;humanAgeClass;humanAgeEstimMin;humanAgeEstimMax;humanStatureCm;humanBonePreservLevel;humanSkelRepresLevel;funeraryStructNum;funeraryDepositionType;funeraryInhumationType1;funeraryInhumationType2;funeraryContainerType;funeraryBurialType1;funeraryBurialType2;funeraryInhumationPosition;funeraryBodyOrientation;faunaClass;faunaOrder;faunaFamily;faunaSubfamily;faunaGenus;faunaSpecies;plantMetabolism;plantFamily;plantGenus;plantSpecies;refSampleIsoarch;sampleType;sampleSubType;skelPart;teethCategory;teethType;teethNum;refMeasureOrganicIsoarch;d13C;d15N;d34S;%Col;%C;%N;C/N;measureOrganiclChronologicalOrder;dDOrganic;refMeasureMineralIsoarch;d13CCarb;d18OCarb;d13CPhos;d18OPhos;dDMineral;Sr87/Sr86;srConcentration;measureMineralChronologicalOrder
"White ans Schwarcz 1994";"";"";"Egypt";"Nubia";"Aswan";"24.0861110";"32.8919440";"233";"93";"6437";"";"Plant";"1900";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Zygophyllaceae";"Balanites";"Balanites aegyptiaca";"7475";"Fruit";"";"";"";"";"";"10290";"-27.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"White ans Schwarcz 1994";"";"";"Egypt";"Nubia";"Aswan";"24.0861110";"32.8919440";"233";"93";"6438";"";"Plant";"1900";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C4";"Cyperaceae";"Cyperus";"Cyperus rotundus";"7476";"Grain";"";"";"";"";"";"10291";"-11.4";"16.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6439";"p3b04-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7477";"Grain";"";"";"";"";"";"10292";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6439";"p3b04-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7477";"Grain";"";"";"";"";"";"10360";"-23.5";"3.3";"";"";"";"";"15.2";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6440";"p3b05-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7478";"Grain";"";"";"";"";"";"10293";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6440";"p3b05-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7478";"Grain";"";"";"";"";"";"10361";"-23.0";"4.8";"";"";"";"";"34.2";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6441";"p3b06-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7479";"Grain";"";"";"";"";"";"10294";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6441";"p3b06-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7479";"Grain";"";"";"";"";"";"10362";"-21.8";"5.1";"";"";"";"";"29.1";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6442";"p3b01-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7480";"Grain";"";"";"";"";"";"10295";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6442";"p3b01-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7480";"Grain";"";"";"";"";"";"10363";"-21.4";"3.7";"";"";"";"";"33.1";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6443";"p3b03-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7481";"Grain";"";"";"";"";"";"10296";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6443";"p3b03-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7481";"Grain";"";"";"";"";"";"10364";"-22.2";"4.6";"";"";"";"";"22.3";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6444";"p7b14-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7482";"Grain";"";"";"";"";"";"10297";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6444";"p7b14-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7482";"Grain";"";"";"";"";"";"10365";"-24.1";"1.8";"";"";"";"";"34.5";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6445";"p7b15-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7483";"Grain";"";"";"";"";"";"10298";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6445";"p7b15-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7483";"Grain";"";"";"";"";"";"10366";"-22.5";"5.5";"";"";"";"";"32.7";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6446";"p7b16-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7484";"Grain";"";"";"";"";"";"10299";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6446";"p7b16-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7484";"Grain";"";"";"";"";"";"10367";"-23.3";"";"";"";"";"";"28.2";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6447";"p7b17-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7485";"Grain";"";"";"";"";"";"10300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6447";"p7b17-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7485";"Grain";"";"";"";"";"";"10368";"-23.2";"5.8";"";"";"";"";"35.6";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6448";"p7b18-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7486";"Grain";"";"";"";"";"";"10301";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6448";"p7b18-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7486";"Grain";"";"";"";"";"";"10369";"-23.1";"2.8";"";"";"";"";"34.3";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6449";"p7b01-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7487";"Grain";"";"";"";"";"";"10302";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6449";"p7b01-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7487";"Grain";"";"";"";"";"";"10370";"-23.8";"2.7";"";"";"";"";"44.9";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6450";"p7b02-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7488";"Grain";"";"";"";"";"";"10303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6450";"p7b02-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7488";"Grain";"";"";"";"";"";"10371";"-24.0";"1.7";"";"";"";"";"46.2";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6451";"p7b03-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7489";"Grain";"";"";"";"";"";"10304";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6451";"p7b03-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7489";"Grain";"";"";"";"";"";"10372";"-20.3";"4.2";"";"";"";"";"19.0";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6452";"p7b04-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7490";"Grain";"";"";"";"";"";"10305";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6452";"p7b04-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7490";"Grain";"";"";"";"";"";"10373";"-23.8";"4.4";"";"";"";"";"34.9";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6453";"p7b05-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7491";"Grain";"";"";"";"";"";"10306";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6453";"p7b05-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7491";"Grain";"";"";"";"";"";"10374";"-24.3";"3.8";"";"";"";"";"20.3";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6454";"p7b06-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7492";"Grain";"";"";"";"";"";"10307";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6454";"p7b06-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Hordeum";"Hordeum vulgare";"7492";"Grain";"";"";"";"";"";"10375";"-23.8";"3.2";"";"";"";"";"33.8";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6455";"p3w14-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7493";"Grain";"";"";"";"";"";"10308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6455";"p3w14-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7493";"Grain";"";"";"";"";"";"10376";"-20.9";"4.2";"";"";"";"";"26.8";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6456";"p3w15-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7494";"Grain";"";"";"";"";"";"10309";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6456";"p3w15-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7494";"Grain";"";"";"";"";"";"10377";"-21.7";"0.6";"";"";"";"";"25.6";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6457";"p3w16-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7495";"Grain";"";"";"";"";"";"10310";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6457";"p3w16-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7495";"Grain";"";"";"";"";"";"10378";"-24.0";"0.9";"";"";"";"";"24.4";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6458";"p3w17-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7496";"Grain";"";"";"";"";"";"10311";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6458";"p3w17-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7496";"Grain";"";"";"";"";"";"10379";"-22.1";"2.2";"";"";"";"";"33.2";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6459";"p3w18-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7497";"Grain";"";"";"";"";"";"10312";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6459";"p3w18-c";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7497";"Grain";"";"";"";"";"";"10380";"-21.5";"4.0";"";"";"";"";"23.8";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6460";"p3w01-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7498";"Grain";"";"";"";"";"";"10313";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6460";"p3w01-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7498";"Grain";"";"";"";"";"";"10381";"-22.8";"2.3";"";"";"";"";"34.8";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6461";"p3w02-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7499";"Grain";"";"";"";"";"";"10314";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6461";"p3w02-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7499";"Grain";"";"";"";"";"";"10382";"-23.5";"";"";"";"";"";"31.2";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6462";"p3w03-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7500";"Grain";"";"";"";"";"";"10315";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6462";"p3w03-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7500";"Grain";"";"";"";"";"";"10383";"-22.5";"2.4";"";"";"";"";"31.8";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6463";"p3w04-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7501";"Grain";"";"";"";"";"";"10316";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6463";"p3w04-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7501";"Grain";"";"";"";"";"";"10384";"-24.5";"1.4";"";"";"";"";"31.4";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6464";"p3w05-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7502";"Grain";"";"";"";"";"";"10317";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lightfoot and Stevens 2012";"Danebury Hillfort";"";"United Kingdom";"Hampshire";"Stockbridge";"51.1140030";"-1.4906460";"45";"35";"6464";"p3w05-c-p";"Plant";"-600";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C3";"Poaceae";"Triticum";"Triticum spelta";"7502";"Grain";"";"";"";"";"";"10385";"-22.9";"3.6";"";"";"";"";"26.8";"";"";"";"";"";"";"";"";"";"";""
